market_name,price,meta_sportsbooks_id,main,link,sgp,grade,players,updated,meta_id,meta_sport,meta_league,meta_teams_away_id,meta_teams_away_name,meta_teams_away_abbreviation,meta_teams_home_id,meta_teams_home_name,meta_teams_home_abbreviation,meta_start,meta_live,meta_sportsbooks_name,sportsbook,bet
Run Line: American League All-Stars -1.5,160,ladbrokes_united_kingdom,True,https://sports.ladbrokes.com/event/Baseball/Baseball USA/MLB/american league v national league/245481872,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmxVVUtKTUVHeS9oUUVzNEowSlQyUjA9,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Ladbrokes (United Kingdom),ladbrokes_united_kingdom,run_line:american_league_all-stars_-1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -1.5,184,ps3838,True,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmxVVUtKTUVHeS9oUUVzNEowSlQyUjA9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:american_league_all-stars_-1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2,251,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmp2V0RpRStzYWFQb3VoN2swUW9uMms9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:american_league_all-stars_-2:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2,251,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmp2V0RpRStzYWFQb3VoN2swUW9uMms9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:american_league_all-stars_-2:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,255,boombet_australia,False,https://www.boombet.com.au/sport-menu/Sport/Baseball/Major League Baseball/34202544,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:05,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,BoomBet (Australia),boombet_australia,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,281,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,240,ladbrokes_united_kingdom,False,https://sports.ladbrokes.com/event/Baseball/Baseball USA/MLB/american league v national league/245481872,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Ladbrokes (United Kingdom),ladbrokes_united_kingdom,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,260,betfred_united_kingdom,False,https://www.betfred.com/sports/baseball/event/27003521,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:05,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfred (United Kingdom),betfred_united_kingdom,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,280,fanduel_ontario,False,https://canada.sportsbook.fanduel.com/en/sports/event/1780524.3,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:54,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,FanDuel (Ontario),fanduel_ontario,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,255,fliff,False,https://sports.getfliff.com/markets/237204_c_p_203_prematch,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:06,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Fliff,fliff,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,250,betfair_united_kingdom,False,https://www.betfair.com/sport/baseball/major-league-baseball/national-league-american-league/33408755,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfair (United Kingdom),betfair_united_kingdom,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -2.5,281,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUnJtcTBuYjdlM3lDODZlelZ6bXEwV009,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:american_league_all-stars_-2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -3,386,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmxWc2x3UDJDODcvNFkrNXFYR25mNDA9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:american_league_all-stars_-3:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -3,386,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmxWc2x3UDJDODcvNFkrNXFYR25mNDA9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:american_league_all-stars_-3:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -3.5,400,betfair_united_kingdom,False,https://www.betfair.com/sport/baseball/major-league-baseball/national-league-american-league/33408755,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmhtampaenZYQmNkbWpBQStqVnBHUzQ9,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfair (United Kingdom),betfair_united_kingdom,run_line:american_league_all-stars_-3.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -3.5,470,fliff,True,https://sports.getfliff.com/markets/237204_c_p_203_prematch,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmhtampaenZYQmNkbWpBQStqVnBHUzQ9,[],2024-07-15T00:47:06,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Fliff,fliff,run_line:american_league_all-stars_-3.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: American League All-Stars -3.5,420,fanduel_ontario,False,https://canada.sportsbook.fanduel.com/en/sports/event/1780524.3,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVV2ZiMjBZclFPMkNBUy9jVG1iRzA3MXphSitTd1Z2QWYySjNsS2d1T3FKUmhtampaenZYQmNkbWpBQStqVnBHUzQ9,[],2024-07-15T00:47:54,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,FanDuel (Ontario),fanduel_ontario,run_line:american_league_all-stars_-3.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1,-150,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndzZ0ZVWjFIRjN4TjVWSFkrd0t6Z3M9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:national_league_all-stars_+1:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1,-150,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndzZ0ZVWjFIRjN4TjVWSFkrd0t6Z3M9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:national_league_all-stars_+1:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-200,boombet_australia,False,https://www.boombet.com.au/sport-menu/Sport/Baseball/Major League Baseball/34202544,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:05,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,BoomBet (Australia),boombet_australia,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-210,ladbrokes_united_kingdom,True,https://sports.ladbrokes.com/event/Baseball/Baseball USA/MLB/american league v national league/245481872,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Ladbrokes (United Kingdom),ladbrokes_united_kingdom,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-207,ps3838,True,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-225,fanduel_ontario,False,https://canada.sportsbook.fanduel.com/en/sports/event/1780524.3,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:54,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,FanDuel (Ontario),fanduel_ontario,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-200,betfred_united_kingdom,True,https://www.betfred.com/sports/baseball/event/27003521,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:05,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfred (United Kingdom),betfred_united_kingdom,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-225,fliff,False,https://sports.getfliff.com/markets/237204_c_p_203_prematch,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:06,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Fliff,fliff,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-207,pinnacle,True,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-200,ladbrokes_australia,True,https://www.ladbrokes.com.au/sports/baseball/mlb/american-league-vs-national-league/fa3a3458-668a-4174-adf7-b1aa7c0320fb,RE84VmJOdmRuaU13cG5tMGY1QU1zRExwcVFiVVdqZXZydENZRjBVbHAwa3o4bys3NHo0VDhyOFFEVEhKaHl2MlhJVWNTM2xERzJZZmxEMS9iUmRYVjVjbEZSMVBvREkvU25YYWRFTWJqTCtXcXViMGJpUFpsQ1ROa2ovalVnNGJGMnUyVGpuS01QRzdEMGNyNjhmenRBPT0=,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:10,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Ladbrokes (Australia),ladbrokes_australia,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +1.5,-225,betfair_united_kingdom,False,https://www.betfair.com/sport/baseball/major-league-baseball/national-league-american-league/33408755,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndxWWN5ditrc2pMQTlsL3Nhb2huY009,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfair (United Kingdom),betfair_united_kingdom,run_line:national_league_all-stars_+1.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2,-301,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWi9tZy9MSlU0a0lSQVAwTkNGbUNSWWM9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:national_league_all-stars_+2:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2,-301,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWi9tZy9MSlU0a0lSQVAwTkNGbUNSWWM9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:national_league_all-stars_+2:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-353,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-353,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-375,fliff,False,https://sports.getfliff.com/markets/237204_c_p_203_prematch,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:06,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Fliff,fliff,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-333,betfred_united_kingdom,False,https://www.betfred.com/sports/baseball/event/27003521,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:05,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfred (United Kingdom),betfred_united_kingdom,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-390,fanduel_ontario,False,https://canada.sportsbook.fanduel.com/en/sports/event/1780524.3,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:54,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,FanDuel (Ontario),fanduel_ontario,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-334,ladbrokes_united_kingdom,False,https://sports.ladbrokes.com/event/Baseball/Baseball USA/MLB/american league v national league/245481872,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Ladbrokes (United Kingdom),ladbrokes_united_kingdom,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-400,betfair_united_kingdom,False,https://www.betfair.com/sport/baseball/major-league-baseball/national-league-american-league/33408755,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfair (United Kingdom),betfair_united_kingdom,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +2.5,-345,boombet_australia,False,https://www.boombet.com.au/sport-menu/Sport/Baseball/Major League Baseball/34202544,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndpMWhpaG0yOXJNblJDNzRzbUJIUGs9,[],2024-07-15T00:47:05,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,BoomBet (Australia),boombet_australia,run_line:national_league_all-stars_+2.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +3,-544,pinnacle,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWnl0ZG5KTE5RdEUyQ2tWcmpoTzN4dUE9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Pinnacle,pinnacle,run_line:national_league_all-stars_+3:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +3,-544,ps3838,False,,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWnl0ZG5KTE5RdEUyQ2tWcmpoTzN4dUE9,[],2024-07-15T00:47:55,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,PS3838,ps3838,run_line:national_league_all-stars_+3:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +3.5,-700,betfair_united_kingdom,False,https://www.betfair.com/sport/baseball/major-league-baseball/national-league-american-league/33408755,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndRU3JvY2hiMXdyeVg0dmdENjZRSGc9,[],2024-07-15T00:47:04,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,Betfair (United Kingdom),betfair_united_kingdom,run_line:national_league_all-stars_+3.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
Run Line: National League All-Stars +3.5,-650,fanduel_ontario,False,https://canada.sportsbook.fanduel.com/en/sports/event/1780524.3,,Z2lkTUxCb2hjQ3Niakh4NkIyTHpsTmppMmhSS2dpVkdma2dMbG51K1FVVklZdHBjaUZnaDR0VTFqelVMSXJvejhHNTBmZVp5a25RK213OEZUZTNVWndRU3JvY2hiMXdyeVg0dmdENjZRSGc9,[],2024-07-15T00:47:54,mlb:national_league_all-stars:american_league_all-stars:2024-07-16,Baseball,MLB,,,,,,,2024-07-17T00:00:00,False,FanDuel (Ontario),fanduel_ontario,run_line:national_league_all-stars_+3.5:mlb:national_league_all-stars:american_league_all-stars:2024-07-16
