,type,id,attributes.adjusted_odds,attributes.board_time,attributes.custom_image,attributes.description,attributes.end_time,attributes.flash_sale_line_score,attributes.game_id,attributes.is_promo,attributes.line_score,attributes.odds_type,attributes.projection_type,attributes.rank,attributes.refundable,attributes.start_time,attributes.stat_type,attributes.status,attributes.tv_channel,attributes.updated_at,relationships.duration.data,relationships.league.data.type,relationships.league.data.id,relationships.new_player.data.type,relationships.new_player.data.id,relationships.projection_type.data.type,relationships.projection_type.data.id,relationships.stat_type.data.type,relationships.stat_type.data.id,attributes.discount_percentage,attributes.hr_20,attributes.today,relationships.duration.data.type,relationships.duration.data.id
406,projection,2733167,,2024-07-11T12:16:19-04:00,,EDM,,,CFL20,False,70.5,standard,Single Stat,29,True,2024-07-14T19:00:00-04:00,Rush Yards,pre_game,,2024-07-14T13:23:56-04:00,,league,11,new_player,200113,projection_type,2,stat_type,15,,True,True,,
407,projection,2731581,,2024-07-01T14:02:00-04:00,,NO,,,Granderson2024SacksSZN,False,7.25,standard,Single Stat,29,True,2024-09-05T20:00:00-04:00,Sacks,pre_game,Carl Granderson,2024-07-13T05:49:51-04:00,,league,163,new_player,202010,projection_type,2,stat_type,77,,,,,
408,projection,2536776,,2024-03-12T12:40:00-04:00,,LV,,,,False,4.5,standard,Single Stat,29,True,2024-09-05T20:00:00-04:00,Rush TDs,pre_game,,2024-05-29T16:37:17-04:00,,league,163,new_player,198287,projection_type,2,stat_type,46,,,,,
409,projection,2748544,,2024-07-08T19:16:00-04:00,,Dominik Koepfer,,,TNS_game_oLtyWY7cqWPWsEqUzBbjSzjd,False,18.5,standard,Fantasy Score,29,True,2024-07-16T04:00:00-04:00,Fantasy Score,pre_game,,2024-07-14T13:18:29-04:00,,league,5,new_player,202534,projection_type,1,stat_type,14,,,,,
410,projection,2353304,,2024-01-05T19:00:00-05:00,,LAR,,,cvxfsd31sdfa,False,499.5,standard,Single Stat,29,True,2024-09-05T20:30:00-04:00,Rush Yards,pre_game,,2024-06-17T14:03:52-04:00,,league,163,new_player,195514,projection_type,2,stat_type,15,,,,,
411,projection,2735306,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T21:56:23-04:00,,league,82,new_player,153094,projection_type,2,stat_type,104,,True,True,,
412,projection,2746097,True,2024-07-14T04:03:52-04:00,,LAA,,,bd8c20fd-5b96-4b5a-b70e-c073ad239190,False,0.5,demon,Single Stat,30,True,2024-07-14T16:07:00-04:00,Home Runs,pre_game,,2024-07-14T04:21:07-04:00,,league,2,new_player,67566,projection_type,2,stat_type,70,,True,True,,
413,projection,2733331,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-14T04:50:00-04:00,,league,82,new_player,153068,projection_type,2,stat_type,104,,True,True,,
414,projection,2735296,True,2024-07-10T13:25:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Goals,pre_game,,2024-07-11T13:26:17-04:00,,league,82,new_player,153068,projection_type,2,stat_type,29,,True,True,,
415,projection,2735281,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T13:30:03-04:00,,league,82,new_player,153066,projection_type,2,stat_type,104,,True,True,,
416,projection,2733381,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Goalie Saves,pre_game,,2024-07-14T12:10:13-04:00,,league,82,new_player,153063,projection_type,2,stat_type,48,,True,True,,
417,projection,2536638,,2024-03-12T12:40:00-04:00,,BUF,,,n23j468hg4,False,725.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Receiving Yards,pre_game,,2024-06-26T13:11:50-04:00,,league,163,new_player,198270,projection_type,2,stat_type,17,,,,,
418,projection,2748545,,2024-07-08T19:16:00-04:00,,Fabian Marozsan,,,TNS_game_fcwlTXuX5muLkva90ENxIVkr,False,3.5,standard,Single Stat,30,True,2024-07-16T04:00:00-04:00,Aces,pre_game,,2024-07-14T10:23:52-04:00,,league,5,new_player,201384,projection_type,2,stat_type,61,,,,,
419,projection,2748533,,2024-07-08T19:16:00-04:00,,Fabian Marozsan,,,TNS_game_fcwlTXuX5muLkva90ENxIVkr,False,21.0,standard,Fantasy Score,30,True,2024-07-16T04:00:00-04:00,Fantasy Score,pre_game,,2024-07-14T11:54:52-04:00,,league,5,new_player,201384,projection_type,1,stat_type,14,,,,,
420,projection,2733376,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,46.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-14T11:46:52-04:00,,league,82,new_player,153062,projection_type,2,stat_type,278,,True,True,,
421,projection,2536775,,2024-03-12T12:40:00-04:00,,NYG,,,,False,3.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Rush TDs,pre_game,,2024-05-29T16:12:40-04:00,,league,163,new_player,38905,projection_type,2,stat_type,46,,,,,
422,projection,2735295,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Assists,pre_game,,2024-07-11T20:13:46-04:00,,league,82,new_player,153068,projection_type,2,stat_type,20,,True,True,,
423,projection,2735292,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Fouls,pre_game,,2024-07-14T12:06:50-04:00,,league,82,new_player,153550,projection_type,2,stat_type,444,,True,True,,
424,projection,2735283,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-14T12:06:52-04:00,,league,82,new_player,153066,projection_type,2,stat_type,272,,True,True,,
425,projection,2735258,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T15:20:20-04:00,,league,82,new_player,153067,projection_type,2,stat_type,104,,True,True,,
426,projection,2735318,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:58:44-04:00,,league,82,new_player,200649,projection_type,2,stat_type,104,,True,True,,
427,projection,2749044,,2024-07-14T15:35:09-04:00,,BLG MAPS 1-2,,,BLGLGD45488.2916666667,False,5.0,standard,Single Stat,30,True,2024-07-15T07:00:00-04:00,MAPS 1-2 Kills,pre_game,,2024-07-14T15:45:06-04:00,,league,121,new_player,65795,projection_type,2,stat_type,330,,True,,duration,723
428,projection,2735308,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Fouls,pre_game,,2024-07-14T12:06:54-04:00,,league,82,new_player,153094,projection_type,2,stat_type,444,,True,True,,
429,projection,2748557,,2024-07-08T19:16:00-04:00,,Fabian Marozsan,,,TNS_game_fcwlTXuX5muLkva90ENxIVkr,False,22.0,standard,Single Stat,30,True,2024-07-16T04:00:00-04:00,Total Games,pre_game,,2024-07-14T10:07:38-04:00,,league,5,new_player,201384,projection_type,2,stat_type,62,,,,,
430,projection,2744450,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,5.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Attempted Dribbles,pre_game,,2024-07-13T14:51:01-04:00,,league,82,new_player,153068,projection_type,2,stat_type,718,,True,True,,
431,projection,2735327,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T23:38:22-04:00,,league,82,new_player,153092,projection_type,2,stat_type,104,,True,True,,
432,projection,2744449,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Clearances,pre_game,,2024-07-13T14:56:30-04:00,,league,82,new_player,200003,projection_type,2,stat_type,271,,True,True,,
433,projection,2744452,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,3.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Clearances,pre_game,,2024-07-13T14:53:46-04:00,,league,82,new_player,171365,projection_type,2,stat_type,271,,True,True,,
434,projection,2744451,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots Assisted,pre_game,,2024-07-13T14:49:48-04:00,,league,82,new_player,153068,projection_type,2,stat_type,269,,True,True,,
435,projection,2536748,,2024-01-05T19:00:00-05:00,,NYG,,,,False,725.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Rush Yards,pre_game,,2024-05-30T22:07:09-04:00,,league,163,new_player,38905,projection_type,2,stat_type,15,,,,,
436,projection,2744453,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,3.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots Assisted,pre_game,,2024-07-13T14:33:27-04:00,,league,82,new_player,171361,projection_type,2,stat_type,269,,True,True,,
437,projection,2735322,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-13T14:12:58-04:00,,league,82,new_player,153062,projection_type,2,stat_type,272,,True,True,,
438,projection,2536764,,2024-01-05T19:00:00-05:00,,MIA,,,,False,699.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Rush Yards,pre_game,,2024-05-29T23:25:38-04:00,,league,163,new_player,38782,projection_type,2,stat_type,15,,,,,
439,projection,2733375,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,34.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-14T15:27:19-04:00,,league,82,new_player,153064,projection_type,2,stat_type,278,,True,True,,
440,projection,2735313,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T15:32:17-04:00,,league,82,new_player,153551,projection_type,2,stat_type,104,,True,True,,
441,projection,2536714,,2024-03-12T12:40:00-04:00,,GB,,,sjhtsrjtsr,False,5.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Rec TDs,pre_game,,2024-06-17T13:27:37-04:00,,league,163,new_player,198272,projection_type,2,stat_type,47,,,,,
442,projection,2536692,,2024-03-12T12:40:00-04:00,,PHI,,,kjcxdlfsdfcx,False,6.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Rec TDs,pre_game,,2024-06-17T13:53:56-04:00,,league,163,new_player,38588,projection_type,2,stat_type,47,,,,,
443,projection,2748759,,2024-07-13T18:00:00-04:00,,WAS,,,NBASL72,False,30.5,standard,Single Stat,30,True,2024-07-14T18:00:00-04:00,Pts+Rebs+Asts,pre_game,,2024-07-14T10:33:59-04:00,,league,40,new_player,202229,projection_type,2,stat_type,106,,True,True,,
444,projection,2733328,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:22:06-04:00,,league,82,new_player,200001,projection_type,2,stat_type,104,,True,True,,
445,projection,2733332,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,171361,projection_type,2,stat_type,104,,True,True,,
446,projection,2733334,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,200366,projection_type,2,stat_type,104,,True,True,,
447,projection,2733335,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,171360,projection_type,2,stat_type,104,,True,True,,
448,projection,2733333,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,200650,projection_type,2,stat_type,104,,True,True,,
449,projection,2733337,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,153086,projection_type,2,stat_type,104,,True,True,,
450,projection,2748758,,2024-07-13T18:00:00-04:00,,WAS,,,NBASL72,False,20.5,standard,Single Stat,30,True,2024-07-14T18:00:00-04:00,Points,pre_game,,2024-07-14T10:33:10-04:00,,league,40,new_player,202229,projection_type,2,stat_type,19,,True,True,,
451,projection,2733351,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T12:22:06-04:00,,league,82,new_player,153060,projection_type,2,stat_type,272,,True,True,,
452,projection,2733352,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T12:22:06-04:00,,league,82,new_player,153062,projection_type,2,stat_type,272,,True,True,,
453,projection,2733360,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,3.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T12:22:06-04:00,,league,82,new_player,154570,projection_type,2,stat_type,272,,True,True,,
454,projection,2733358,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T12:22:06-04:00,,league,82,new_player,153067,projection_type,2,stat_type,272,,True,True,,
455,projection,2733357,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T12:30:24-04:00,,league,82,new_player,202181,projection_type,2,stat_type,272,,True,True,,
456,projection,2733367,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T17:33:29-04:00,,league,82,new_player,200650,projection_type,2,stat_type,272,,True,True,,
457,projection,2733370,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,153094,projection_type,2,stat_type,272,,True,True,,
458,projection,2733373,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,64.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-14T15:26:09-04:00,,league,82,new_player,154570,projection_type,2,stat_type,278,,True,True,,
459,projection,2733378,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,35.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,171361,projection_type,2,stat_type,278,,True,True,,
460,projection,2733379,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,38.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-11T12:22:13-04:00,,league,82,new_player,200365,projection_type,2,stat_type,278,,True,True,,
461,projection,2733377,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,46.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-11T12:22:14-04:00,,league,82,new_player,171364,projection_type,2,stat_type,278,,True,True,,
462,projection,2733380,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,18.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-11T12:22:14-04:00,,league,82,new_player,153090,projection_type,2,stat_type,278,,True,True,,
463,projection,2733384,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,3.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Goalie Saves,pre_game,,2024-07-12T08:06:47-04:00,,league,82,new_player,153095,projection_type,2,stat_type,48,,True,True,,
464,projection,2536635,,2024-03-12T12:40:00-04:00,,PIT,,,cxf1fsed51gs,False,999.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Receiving Yards,pre_game,,2024-06-17T13:51:57-04:00,,league,163,new_player,64224,projection_type,2,stat_type,17,,,,,
465,projection,2735312,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-11T15:54:21-04:00,,league,82,new_player,153551,projection_type,2,stat_type,50,,True,True,,
466,projection,2735297,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T20:13:43-04:00,,league,82,new_player,153068,projection_type,2,stat_type,104,,True,True,,
467,projection,2536756,,2024-01-05T19:00:00-05:00,,NO,,,,False,649.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Rush Yards,pre_game,,2024-05-30T00:27:05-04:00,,league,163,new_player,39148,projection_type,2,stat_type,15,,,,,
468,projection,2733168,,2024-07-11T12:16:19-04:00,,OTT,,,CFL20,False,59.5,standard,Single Stat,30,True,2024-07-14T19:00:00-04:00,Receiving Yards,pre_game,,2024-07-14T13:22:43-04:00,,league,11,new_player,46397,projection_type,2,stat_type,17,,True,True,,
469,projection,2735300,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-11T20:13:45-04:00,,league,82,new_player,200003,projection_type,2,stat_type,50,,True,True,,
470,projection,2115037,,2024-03-12T12:40:00-04:00,,CAR,,,cx53g42,False,18.5,standard,Single Stat,30,True,2024-09-05T20:00:00-04:00,Pass TDs,pre_game,,2024-03-12T13:59:02-04:00,,league,163,new_player,140303,projection_type,2,stat_type,44,,,,,
471,projection,2735278,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-11T23:24:05-04:00,,league,82,new_player,200365,projection_type,2,stat_type,50,,True,True,,
472,projection,2735315,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-12T19:40:25-04:00,,league,82,new_player,153064,projection_type,2,stat_type,272,,True,True,,
473,projection,2733356,,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-14T15:32:32-04:00,,league,82,new_player,200365,projection_type,2,stat_type,272,,True,True,,
474,projection,2733374,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,29.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Passes Attempted,pre_game,,2024-07-14T12:15:23-04:00,,league,82,new_player,153068,projection_type,2,stat_type,278,,True,True,,
475,projection,2735314,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-12T01:51:49-04:00,,league,82,new_player,153064,projection_type,2,stat_type,50,,True,True,,
476,projection,2735294,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-12T01:53:57-04:00,,league,82,new_player,200473,projection_type,2,stat_type,104,,True,True,,
477,projection,2735282,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:31:03-04:00,,league,82,new_player,153066,projection_type,2,stat_type,104,,True,True,,
478,projection,2735321,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:48:24-04:00,,league,82,new_player,153062,projection_type,2,stat_type,104,,True,True,,
479,projection,2735320,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-11T12:48:49-04:00,,league,82,new_player,153062,projection_type,2,stat_type,50,,True,True,,
480,projection,2735289,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T12:51:57-04:00,,league,82,new_player,153550,projection_type,2,stat_type,104,,True,True,,
481,projection,2735264,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-11T13:07:22-04:00,,league,82,new_player,153061,projection_type,2,stat_type,50,,True,True,,
482,projection,2735290,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots On Target,pre_game,,2024-07-11T13:24:29-04:00,,league,82,new_player,153550,projection_type,2,stat_type,104,,True,True,,
483,projection,2735280,True,2024-07-10T13:25:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Goals,pre_game,,2024-07-11T13:26:17-04:00,,league,82,new_player,153066,projection_type,2,stat_type,29,,True,True,,
484,projection,2735287,True,2024-07-10T13:25:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Goals,pre_game,,2024-07-11T13:26:17-04:00,,league,82,new_player,153550,projection_type,2,stat_type,29,,True,True,,
485,projection,2353309,,2024-03-12T12:40:00-04:00,,KC,,,yujtfg,False,774.5,standard,Single Stat,30,True,2024-09-05T20:30:00-04:00,Receiving Yards,pre_game,,2024-06-18T14:34:19-04:00,,league,163,new_player,195519,projection_type,2,stat_type,17,,,,,
486,projection,2748904,,2024-07-13T18:00:00-04:00,,Trilogy,,,BIG343,False,13.5,standard,Single Stat,30,True,2024-07-14T18:00:00-04:00,Points,pre_game,,2024-07-14T11:37:17-04:00,,league,38,new_player,143297,projection_type,2,stat_type,19,,True,True,,
487,projection,2735310,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,2.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-12T19:40:23-04:00,,league,82,new_player,154571,projection_type,2,stat_type,272,,True,True,,
488,projection,2735279,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,0.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Fouls,pre_game,,2024-07-14T12:06:53-04:00,,league,82,new_player,200365,projection_type,2,stat_type,444,,True,True,,
489,projection,2735270,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Fouls,pre_game,,2024-07-14T12:06:53-04:00,,league,82,new_player,153091,projection_type,2,stat_type,444,,True,True,,
490,projection,2735274,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,goblin,Single Stat,30,True,2024-07-14T20:00:00-04:00,Fouls,pre_game,,2024-07-14T12:06:50-04:00,,league,82,new_player,153089,projection_type,2,stat_type,444,,True,True,,
491,projection,2733342,,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,3.0,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Shots,pre_game,,2024-07-12T11:32:52-04:00,,league,82,new_player,153068,projection_type,2,stat_type,50,,True,True,,
492,projection,2735291,True,2024-06-26T20:00:00-04:00,,Colombia,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,demon,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-12T19:40:24-04:00,,league,82,new_player,153550,projection_type,2,stat_type,272,,True,True,,
493,projection,2735328,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-12T19:40:25-04:00,,league,82,new_player,153092,projection_type,2,stat_type,272,,True,True,,
494,projection,2735303,True,2024-06-26T20:00:00-04:00,,Argentina,,,ekpfln70ct0cgoupfrd0bmvx0,False,1.5,standard,Single Stat,30,True,2024-07-14T20:00:00-04:00,Tackles,pre_game,,2024-07-12T19:40:24-04:00,,league,82,new_player,153090,projection_type,2,stat_type,272,,True,True,,
